604.229	12.1511
618.706	12.1345
633.182	12.1179
642.184	11.8782
654.896	12.093
665.891	12.7685
678.831	14.1298
695.163	14.3404
704.393	15.2473
715.433	16.152
729.727	15.2182
737.193	16.3564
748.096	16.5733
760.945	17.476
770.13	18.1535
775.741	19.0645
783.025	19.2855
794.019	19.961
808.907	22.0081
814.427	22.4605
818.183	23.1443
825.558	23.8239
831.169	24.7349
836.735	25.4166
842.391	26.5569
853.614	28.3789
861.217	30.205
868.638	31.1139
870.63	32.0291
879.998	33.6239
885.7	34.9935
885.883	35.9107
889.776	37.2824
893.714	38.8834
899.371	40.0237
905.074	41.3933
907.294	43.4549
912.997	44.8245
915.035	45.969
919.019	47.7993
922.958	49.4003
926.987	51.4599
929.071	52.8336
929.482	54.8974
929.664	55.8146
930.167	58.337
930.851	61.7765
936.6	63.3755
936.874	64.7513
942.759	67.0381
948.553	68.8663
948.781	70.0129
950.819	71.1573
952.856	72.3018
954.986	73.9048
958.97	75.7351
966.573	77.5613
968.565	78.4764
972.367	79.3895
987.209	81.2073
1001.69	81.1907
1007.16	81.4138
1021.68	81.6265
1036.29	82.2978
1041.81	82.7502
1061.77	82.9567
1070.86	83.1756
1096.28	83.6052
1101.76	83.8283
1114.42	83.8137
1130.8	84.2537
1136.28	84.4767
1152.61	84.6874
1161.66	84.677
1181.56	84.6542
1186.99	84.6479
1203.27	84.6293
1212.37	84.8482
1226.84	84.8316
1239.47	84.5878
1259.37	84.5649
1268.42	84.5546
1292.08	85.2155
1302.98	85.4324
1321.03	85.1823
1340.94	85.1595
1351.75	84.9177
1373.55	85.3514
1393.41	85.0993
1415.13	85.0744
1438.65	85.0474
1454.94	85.0287
1476.7	85.2331
1487.46	84.7621
1500.04	84.2889
1514.47	84.043
1532.57	84.0223
1546.81	82.8592
1554.05	82.8509
1570.16	81.915
1577.35	81.6774
1593.5	80.9708
1598.74	80.0473
1602.32	79.8139
1614.71	78.4235
1618.28	78.19
1627.1	77.0331
1632.53	77.0269
1643.02	75.18
1648.22	74.0273
1656.95	72.4118
1660.57	72.4076
1665.68	70.7962
1668.7	67.8111
1670.83	69.4142
1673.77	65.9704
1674.89	62.5288
1675.3	64.5925
1677.14	55.6455
1677.78	58.8558
1678.15	60.6902
1679.03	46.9277
1679.12	47.3863
1679.48	49.2208
1679.85	51.0552
1680.17	52.6604
1680.58	54.7241
1681.69	42.1082
1682.13	35.2269
1682.37	45.5477
1682.63	37.7493
1684.56	29.2608
1685.29	32.9297
1687.68	26.7343
1689.03	24.4392
1689.97	20.0803
1691.32	17.7852
1694.21	14.1121
1698.82	9.97842
1699.18	11.8129
1707.36	7.44568
1712.43	5.60501
1720.97	3.07228
1731.6	1.9133
1747.75	1.20671
1763.9	0.500114
1780.05	0
1792.76	0.00830065
1799.95	0

